55.944425,-3.188396,NNE,55.944702,-3.188281,16.093714,366.843552
55.944702,-3.188281,SW,55.944490,-3.188493,16.093714,365.593552
55.944490,-3.188493,WSW,55.944375,-3.188770,54.330935,418.830309
55.944375,-3.188770,ESE,55.944260,-3.188493,100.624214,445.059773
55.944260,-3.188493,E,55.944260,-3.188193,100.624214,443.809773
55.944260,-3.188193,E,55.944260,-3.187893,178.910319,449.276381
55.944260,-3.187893,ENE,55.944375,-3.187616,178.910319,448.026381
55.944375,-3.187616,ESE,55.944260,-3.187339,178.910319,446.776381
55.944260,-3.187339,NE,55.944473,-3.187127,178.910319,445.526381
55.944473,-3.187127,ENE,55.944587,-3.186850,178.910319,444.276381
55.944587,-3.186850,NNW,55.944865,-3.186965,244.533686,453.331569
55.944865,-3.186965,S,55.944565,-3.186965,244.533686,452.081569
55.944565,-3.186965,ENE,55.944679,-3.186687,244.533686,450.831569
55.944679,-3.186687,NNE,55.944956,-3.186573,244.533686,449.581569
55.944956,-3.186573,NE,55.945169,-3.186360,244.533686,448.331569
55.945169,-3.186360,N,55.945469,-3.186360,362.081716,569.616692
55.945469,-3.186360,WSW,55.945354,-3.186638,362.081716,568.366692
55.945354,-3.186638,SE,55.945142,-3.186425,362.081716,567.116692
55.945142,-3.186425,ESE,55.945027,-3.186148,362.081716,565.866692
55.945027,-3.186148,ENE,55.945142,-3.185871,418.451348,666.817161
55.945142,-3.185871,SSW,55.944865,-3.185986,418.451348,665.567161
55.944865,-3.185986,ESE,55.944750,-3.185709,418.451348,664.317161
55.944750,-3.185709,NW,55.944962,-3.185921,418.451348,663.067161
55.944962,-3.185921,N,55.945262,-3.185921,418.451348,661.817161
55.945262,-3.185921,N,55.945562,-3.185921,418.451348,660.567161
55.945562,-3.185921,ESE,55.945447,-3.185644,418.451348,659.317161
55.945447,-3.185644,N,55.945747,-3.185644,514.978869,688.541281
55.945747,-3.185644,N,55.946047,-3.185644,524.486366,758.987975
55.946047,-3.185644,ENE,55.946162,-3.185367,524.486366,757.737975
55.946162,-3.185367,E,55.946162,-3.185067,554.147808,789.321972
55.946162,-3.185067,E,55.946162,-3.184767,602.600838,813.545985
55.946162,-3.184767,S,55.945862,-3.184767,602.600838,812.295985
55.945862,-3.184767,ENE,55.945977,-3.184489,602.600838,811.045985
55.945977,-3.184489,S,55.945677,-3.184489,602.600838,809.795985
55.945677,-3.184489,WSW,55.945562,-3.184767,602.600838,808.545985
55.945562,-3.184767,W,55.945562,-3.185067,602.600838,807.295985
55.945562,-3.185067,N,55.945862,-3.185067,602.600838,806.045985
55.945862,-3.185067,ESE,55.945747,-3.184789,602.600838,804.795985
55.945747,-3.184789,SE,55.945535,-3.184577,602.600838,803.545985
55.945535,-3.184577,NNE,55.945812,-3.184462,602.600838,802.295985
