55.944425,-3.188396,NE,55.944637,-3.188184,16.093714,366.843552
55.944637,-3.188184,WSW,55.944522,-3.188461,104.286778,474.700331
55.944522,-3.188461,WSW,55.944408,-3.188738,142.524000,527.937088
55.944408,-3.188738,SW,55.944195,-3.188950,142.524000,526.687088
55.944195,-3.188950,WSW,55.944081,-3.189227,194.578529,635.260022
55.944081,-3.189227,NNW,55.944358,-3.189342,194.578529,634.010022
55.944358,-3.189342,NW,55.944570,-3.189554,204.632807,709.196120
55.944570,-3.189554,WSW,55.944455,-3.189832,204.632807,707.946120
55.944455,-3.189832,W,55.944455,-3.190132,204.632807,706.696120
55.944455,-3.190132,WSW,55.944340,-3.190409,204.632807,705.446120
55.944340,-3.190409,W,55.944340,-3.190709,204.632807,704.196120
55.944340,-3.190709,WSW,55.944225,-3.190986,302.497938,823.807581
55.944225,-3.190986,NNW,55.944503,-3.191101,424.924712,847.176697
55.944503,-3.191101,N,55.944803,-3.191101,424.924712,845.926697
55.944803,-3.191101,N,55.945103,-3.191101,424.924712,844.676697
55.945103,-3.191101,N,55.945403,-3.191101,520.893400,864.122358
55.945403,-3.191101,NNE,55.945680,-3.190986,624.007184,951.061524
55.945680,-3.190986,W,55.945680,-3.191286,628.695167,1026.775471
55.945680,-3.191286,W,55.945680,-3.191586,628.695167,1025.525471
55.945680,-3.191586,W,55.945680,-3.191886,685.357193,1082.572489
55.945680,-3.191886,S,55.945380,-3.191886,685.357193,1081.322489
55.945380,-3.191886,S,55.945080,-3.191886,685.357193,1080.072489
55.945080,-3.191886,S,55.944780,-3.191886,685.357193,1078.822489
55.944780,-3.191886,SSE,55.944503,-3.191771,685.357193,1077.572489
55.944503,-3.191771,S,55.944203,-3.191771,685.357193,1076.322489
55.944203,-3.191771,SSW,55.943925,-3.191886,685.357193,1075.072489
55.943925,-3.191886,SW,55.943713,-3.192098,708.910291,1156.032834
55.943713,-3.192098,SE,55.943501,-3.191886,708.910291,1154.782834
55.943501,-3.191886,SE,55.943289,-3.191674,708.910291,1153.532834
55.943289,-3.191674,SSE,55.943012,-3.191559,795.533178,1241.762011
55.943012,-3.191559,WSW,55.942897,-3.191836,871.616219,1308.100386
55.942897,-3.191836,E,55.942897,-3.191536,871.616219,1306.850386
55.942897,-3.191536,ESE,55.942782,-3.191259,871.616219,1305.600386
55.942782,-3.191259,E,55.942782,-3.190959,871.616219,1304.350386
55.942782,-3.190959,ESE,55.942667,-3.190682,871.616219,1303.100386
55.942667,-3.190682,E,55.942667,-3.190382,874.058827,1411.412739
55.942667,-3.190382,E,55.942667,-3.190082,874.058827,1410.162739
55.942667,-3.190082,ENE,55.942782,-3.189805,874.058827,1408.912739
55.942782,-3.189805,E,55.942782,-3.189505,874.058827,1407.662739
